RETURN_VERSION,RETURN_TIMESTAMP,TAX_PERIOD_BEGIN,TAX_PERIOD_END,TAX_YEAR,EIN_XML,ORGANIZATION_NAME,ADDRESS_LINE_1,ADDRESS_LINE_2,CITY,STATE,ZIP_CODE,MISSION,FORMATION_YEAR,WEBSITE,TOTAL_EMPLOYEES,TOTAL_VOLUNTEERS,CONTRIBUTIONS_GRANTS,PROGRAM_SERVICE_REVENUE,INVESTMENT_INCOME,OTHER_REVENUE,TOTAL_REVENUE,GRANTS_PAID,SALARIES_COMPENSATION_BENEFITS,TOTAL_EXPENSES,TOTAL_ASSETS_BOY,TOTAL_ASSETS_EOY,TOTAL_LIABILITIES_BOY,TOTAL_LIABILITIES_EOY,NET_ASSETS_BOY,NET_ASSETS_EOY,FILING_YEAR,OBJECT_ID,XML_FILENAME,ARCHIVE_FILENAME,XML_LOCAL_PATH,OPERATING_SURPLUS,ASSET_CHANGE,NET_ASSET_CHANGE,TAX_YEAR_ANALYSIS,PERIOD_DAYS,SHORT_PERIOD_FLAG,LONG_PERIOD_FLAG,COMPARABLE_FULL_YEAR,NEGATIVE_LIABILITIES_FLAG,NEGATIVE_NET_ASSETS_FLAG,ZERO_ASSETS_FLAG,PERIOD_LENGTH_DEVIATION,OPERATING_MARGIN,CONTRIBUTION_REVENUE_SHARE,PROGRAM_SERVICE_REVENUE_SHARE,LIABILITIES_TO_ASSETS,DATA_QUALITY_FLAG_COUNT
2021v4.2,2023-08-07T17:28:14-05:00,2021-10-01,2022-09-30,2021,910869056,SEATTLE INDIAN HEALTH BOARD,611 12TH AVENUE SOUTH,,SEATTLE,WA,98144,"SEATTLE INDIAN HEALTH BOARD IS A COMMUNITY HEALTH CENTER THAT PROVIDES HEALTH AND HUMAN SERVICES TO ITS PATIENTS, WHILE SPECIALIZING IN THE CARE OF NATIVE PEOPLE. WE ARE RECOGNIZED AS A LEADER IN THE PROMOTION OF HEALTH IMPROVEMENT FOR URBAN AMERICAN INDIANS AND ALASKA NATIVES, LOCALLY AND NATIONALLY.",1970.0,WWW.SIHB.ORG,294,23.0,22685607,7169226,45555,58072,29958460,1963909,17869053,30089600,30642296.0,35510203,3606138.0,8593241,27036158.0,26916962,2023,202322199349301802,202322199349301802_public.xml,2023_TEOS_XML_08A.zip,data/raw/form990_xml/2023/202322199349301802_public.xml,-131140,4867907.0,-119196.0,2022,365,False,False,True,False,False,False,0,-0.004377394565675272,0.7572354186430144,0.23930555842990595,0.24199357576187328,0
2022v5.0,2024-08-02T14:02:04-05:00,2022-10-01,2023-09-30,2022,910869056,SEATTLE INDIAN HEALTH BOARD,611 12TH AVENUE SOUTH,,SEATTLE,WA,98144,"SEATTLE INDIAN HEALTH BOARD IS A COMMUNITY HEALTH CENTER THAT PROVIDES HEALTH AND HUMAN SERVICES TO ITS PATIENTS, WHILE SPECIALIZING IN THE CARE OF NATIVE PEOPLE. WE ARE RECOGNIZED AS A LEADER IN THE PROMOTION OF HEALTH IMPROVEMENT FOR URBAN AMERICAN INDIANS AND ALASKA NATIVES, LOCALLY AND NATIONALLY.",1970.0,WWW.SIHB.ORG,319,15.0,39586918,10135047,459410,113320,50294695,661669,21132813,36213896,35510203.0,48824415,8593241.0,7826654,26916962.0,40997761,2024,202412159349301701,202412159349301701_public.xml,2024_TEOS_XML_08A.zip,data/raw/form990_xml/2024/202412159349301701_public.xml,14080799,13314212.0,14080799.0,2023,365,False,False,True,False,False,False,0,0.27996588904654857,0.7870992755796611,0.20151324110823218,0.16030205379828924,0
2021v4.2,2022-05-24T12:00:15-05:00,2021-01-01,2021-12-31,2021,910893287,NEIGHBORCARE HEALTH,1200 12TH AVENUE SOUTH 901,,SEATTLE,WA,98144,PROVIDE COMPREHENSIVE HEALTH CARE TO FAMILIES AND INDIVIDUALS WHO HAVE DIFFICULTY ACCESSING CARE.,1969.0,WWW.NEIGHBORCARE.ORG,927,20.0,25192627,59655982,72684,2504127,87425420,3500,55694805,83644374,75436366.0,74913475,20870044.0,16622625,54566322.0,58290850,2022,202221449349300432,202221449349300432_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202221449349300432_public.xml,3781046,-522891.0,3724528.0,2021,365,False,False,True,False,False,False,0,0.04324881710605451,0.288161349410732,0.682364259731323,0.22189098823676248,0
2022v5.0,2023-05-15T14:37:20-05:00,2022-01-01,2022-12-31,2022,910893287,NEIGHBORCARE HEALTH,1200 12TH AVENUE SOUTH 901,,SEATTLE,WA,98144,PROVIDE COMPREHENSIVE HEALTH CARE TO FAMILIES AND INDIVIDUALS WHO HAVE DIFFICULTY ACCESSING CARE.,1969.0,WWW.NEIGHBORCARE.ORG,880,16.0,33811548,63150835,202921,1795225,98960529,11050,58665398,92060421,74913475.0,86123778,16622625.0,21269772,58290850.0,64854006,2023,202341359349312039,202341359349312039_public.xml,2023_TEOS_XML_05A.zip,data/raw/form990_xml/2023/202341359349312039_public.xml,6900108,11210303.0,6563156.0,2022,365,False,False,True,False,False,False,0,0.06972586009519008,0.341667009480113,0.6381416473632634,0.24696747511471223,0
2023v5.0,2024-05-07T09:41:18-05:00,2023-01-01,2023-12-31,2023,910893287,NEIGHBORCARE HEALTH,1200 12TH AVENUE SOUTH 901,,SEATTLE,WA,98144,PROVIDE COMPREHENSIVE HEALTH CARE TO FAMILIES AND INDIVIDUALS WHO HAVE DIFFICULTY ACCESSING CARE.,1969.0,WWW.NEIGHBORCARE.ORG,893,14.0,29081743,65217756,814127,2810046,97923672,26005,61822728,96523570,86123778.0,89773229,21269772.0,23245707,64854006.0,66527522,2024,202421289349301232,202421289349301232_public.xml,2024_TEOS_XML_05A.zip,data/raw/form990_xml/2024/202421289349301232_public.xml,1400102,3649451.0,1673516.0,2023,365,False,False,True,False,False,False,0,0.014297891116664824,0.29698378753607196,0.666006029675848,0.2589380738438182,0
2020v4.2,2022-04-26T18:33:58-05:00,2020-07-01,2021-06-30,2020,910903529,EVERGREEN TREATMENT SERVICES,4634 E MARGINAL WAY S NO C110,,SEATTLE,WA,981341618,TRANSFORMING INDIVIDUALS AND THEIR COMMUNITIES THROUGH EFFECTIVE ADDICTION AND SOCIAL SERVICES.,1973.0,WWW.EVERGREENTREATMENT.ORG,384,30.0,7435671,31364476,631,499448,39300226,0,24137820,32812150,11895305.0,20519067,6475414.0,6987996,5419891.0,13531071,2022,202231169349301223,202231169349301223_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202231169349301223_public.xml,6488076,8623762.0,8111180.0,2021,365,False,False,True,False,False,False,0,0.16509004299364588,0.1892017363971393,0.7980736802887597,0.340561098611355,0
2022v5.0,2023-10-25T13:11:25-05:00,2022-01-01,2022-12-31,2022,910903529,EVERGREEN TREATMENT SERVICES,4634 E MARGINAL WAY S C110,,SEATTLE,WA,981341618,TRANSFORMING INDIVIDUALS AND THEIR COMMUNITIES THROUGH EFFECTIVE ADDICTION AND SOCIAL SERVICES.,1973.0,WWW.EVERGREENTREATMENT.ORG,471,10.0,595409,34280899,54,82610,34958972,1678006,26451155,37741190,20575417.0,21068328,7805994.0,11330952,12769423.0,9737376,2023,202332989349300108,202332989349300108_public.xml,2023_TEOS_XML_10A.zip,data/raw/form990_xml/2023/202332989349300108_public.xml,-2782218,492911.0,-3032047.0,2022,365,False,False,True,False,False,False,0,-0.07958523494340737,0.017031650701857023,0.9806037488745378,0.5378192327364564,0
2023v5.1,2024-09-25T13:18:34-05:00,2023-01-01,2023-12-31,2023,910903529,EVERGREEN TREATMENT SERVICES,4634 E MARGINAL WAY S C110,,SEATTLE,WA,981341618,TRANSFORMING INDIVIDUALS AND THEIR COMMUNITIES THROUGH EFFECTIVE ADDICTION AND SOCIAL SERVICES.,1973.0,WWW.EVERGREENTREATMENT.ORG,417,18.0,518118,41964811,396,-43752,42439573,1378948,30774688,41932283,21068328.0,23820560,11330952.0,13575894,9737376.0,10244666,2024,202412699349300121,202412699349300121_public.xml,2024_TEOS_XML_09A.zip,data/raw/form990_xml/2024/202412699349300121_public.xml,507290,2752232.0,507290.0,2023,365,False,False,True,False,False,False,0,0.011953230537922707,0.012208369768470574,0.9888132239219277,0.5699233771162391,0
2020v4.1,2022-02-28T13:47:55-05:00,2020-10-01,2021-09-30,2020,910953834,WASHINGTON ACADEMY OF GENERAL DENTISTRY,19415 INTERNATIONAL BLVD STE 410,,SEATAC,WA,98188,TO PROVIDE SUPPORT AND FELLOWSHIP TO DENTAL STUDENTS AND DENTISTS IN WASHINGTON STATE.,1972.0,WWW.WASHINGTONAGD.ORG,2,,115792,909079,57,0,1024928,0,189631,1014528,469074.0,460809,255913.0,237248,213161.0,223561,2022,202240599349300709,202240599349300709_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202240599349300709_public.xml,10400,-8265.0,10400.0,2021,365,False,False,True,False,False,False,0,0.010147054232102158,0.11297574073495895,0.8869686456024228,0.5148510554264348,0
2021v4.2,2023-03-15T22:10:21-04:00,2021-10-01,2022-09-30,2021,910953834,WASHINGTON ACADEMY OF GENERAL DENTISTRY,19415 INTERNATIONAL BLVD STE 410,,SEATAC,WA,98188,TO PROVIDE SUPPORT AND FELLOWSHIP TO DENTAL STUDENTS AND DENTISTS IN WASHINGTON STATE.,1972.0,WWW.WASHINGTONAGD.ORG,1,,114765,856545,49,0,971359,0,201140,967627,460809.0,473316,237248.0,211771,223561.0,261545,2023,202340759349301519,202340759349301519_public.xml,2023_TEOS_XML_03A.zip,data/raw/form990_xml/2023/202340759349301519_public.xml,3732,12507.0,37984.0,2022,365,False,False,True,False,False,False,0,0.0038420398637373002,0.11814890272288618,0.8818006524879061,0.44741990551766686,0
2022v5.0,2024-12-13T21:04:04-05:00,2022-10-01,2023-09-30,2022,910953834,WASHINGTON ACADEMY OF GENERAL DENTISTRY,19415 INTERNATIONAL BLVD STE 410,,SEATAC,WA,98188,TO PROVIDE SUPPORT AND FELLOWSHIP TO DENTAL STUDENTS AND DENTISTS IN WASHINGTON STATE.,1972.0,WWW.WASHINGTONAGD.ORG,1,,111189,828288,43,0,939520,0,218724,1044992,,394745,,238466,,156279,2024,202413489349300626,202413489349300626_public.xml,2024_TEOS_XML_12A.zip,data/raw/form990_xml/2024/202413489349300626_public.xml,-105472,,,2023,365,False,False,True,False,False,False,0,-0.1122615803814714,0.11834660252043597,0.8816076294277929,0.6041013819047739,0
2021v4.2,2022-09-16T13:21:58-05:00,2021-01-01,2021-12-31,2021,910967836,TRANSITIONAL RESOURCES,2970 SW AVALON WAY,,SEATTLE,WA,98126,ESTABLISHED TO PROVIDE A FULL SPECTRUM OF SOCIAL SUPPORT SERVICES FOR LOW INCOME ADULTS WITH SERIOUS AND PERSISTENT MENTAL ILLNESSES.,1976.0,WWW.TRANSITIONALRESOURCES.ORG,0,0.0,2727669,508850,4333,0,3240852,0,1696948,3029288,9030136.0,9118257,4703430.0,4579987,4326706.0,4538270,2022,202242599349300729,202242599349300729_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202242599349300729_public.xml,211564,88121.0,211564.0,2021,365,False,False,True,False,False,False,0,0.06528036454611318,0.8416518248904917,0.15701118101042566,0.5022875534216682,0
2022v5.0,2023-11-08T12:27:58-06:00,2022-01-01,2022-12-31,2022,910967836,TRANSITIONAL RESOURCES,2970 SW AVALON WAY,,SEATTLE,WA,98126,ESTABLISHED TO PROVIDE A FULL SPECTRUM OF SOCIAL SUPPORT SERVICES FOR LOW INCOME ADULTS WITH SERIOUS AND PERSISTENT MENTAL ILLNESSES.,1976.0,WWW.TRANSITIONALRESOURCES.ORG,46,0.0,3448858,1053300,-2055,0,4500103,0,2175814,3455981,9118257.0,10035815,4579987.0,4453423,4538270.0,5582392,2023,202323129349303012,202323129349303012_public.xml,2023_TEOS_XML_11A.zip,data/raw/form990_xml/2023/202323129349303012_public.xml,1044122,917558.0,1044122.0,2022,365,False,False,True,False,False,False,0,0.2320218003899022,0.7663953469509476,0.23406130926336574,0.44375299863538736,0
2023v5.1,2024-11-12T12:04:35-06:00,2023-01-01,2023-12-31,2023,910967836,TRANSITIONAL RESOURCES,2970 SW AVALON WAY,,SEATTLE,WA,98126,TO PROVIDE A FULL SPECTRUM OF SOCIAL SUPPORT SERVICES FOR LOW INCOME ADULTS WITH SERIOUS AND PERSISTENT MENTAL ILLNESSES.,1976.0,WWW.TRANSITIONALRESOURCES.ORG,65,12.0,4003827,1425609,12400,-32126,5409710,0,3171565,5048841,10035815.0,10489378,4453423.0,5655386,5582392.0,4833992,2024,202433179349303293,202433179349303293_public.xml,2024_TEOS_XML_11A.zip,data/raw/form990_xml/2024/202433179349303293_public.xml,360869,453563.0,-748400.0,2023,365,False,False,True,False,False,False,0,0.06670764236899945,0.7401186015516543,0.2635278046327807,0.5391536085361782,0
2020v4.2,2022-05-09T11:55:56-05:00,2020-07-01,2021-06-30,2020,911019655,BLOODWORKS,921 TERRY AVENUE,,SEATTLE,WA,981041256,"SAVING LIVES THROUGH RESEARCH, INNOVATION, EDUCATION & EXCELLENCE IN BLOOD, MEDICAL & LAB SERVICES.",1944.0,WWW.BLOODWORKSNW.ORG,995,510.0,1055564,180405501,3531332,768629,185761026,639793,75240750,173456707,124042323.0,105722670,54214732.0,25451520,69827591.0,80271150,2022,202211299349302221,202211299349302221_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202211299349302221_public.xml,12304319,-18319653.0,10443559.0,2021,365,False,False,True,False,False,False,0,0.06623735486904557,0.005682376022191005,0.9711698136292594,0.24073852845373656,0
2021v4.2,2023-05-10T09:16:21-05:00,2021-07-01,2022-06-30,2021,911019655,BLOODWORKS,921 TERRY AVENUE,,SEATTLE,WA,981041256,"SAVING LIVES THROUGH RESEARCH, INNOVATION, EDUCATION & EXCELLENCE IN BLOOD, MEDICAL & LAB SERVICES.",1944.0,WWW.BLOODWORKSNW.ORG,973,395.0,875217,132170114,649566,618441,134313338,897816,76002114,136370220,105722670.0,100462161,25451520.0,25552071,80271150.0,74910090,2023,202301309349301105,202301309349301105_public.xml,2023_TEOS_XML_05A.zip,data/raw/form990_xml/2023/202301309349301105_public.xml,-2056882,-5260509.0,-5361060.0,2022,365,False,False,True,False,False,False,0,-0.015314056151296008,0.006516232959678211,0.9840431037459586,0.25434522556209,0
2022v5.0,2024-05-03T11:23:36-05:00,2022-07-01,2023-06-30,2022,911019655,BLOODWORKS,921 TERRY AVENUE,,SEATTLE,WA,981041256,"SAVING LIVES THROUGH RESEARCH, INNOVATION, EDUCATION & EXCELLENCE IN BLOOD, MEDICAL & LAB SERVICES.",1944.0,WWW.BLOODWORKSNW.ORG,979,294.0,10966183,141976529,643850,660839,154247401,610064,85979058,150376492,100462161.0,112716614,25552071.0,31722072,74910090.0,80994542,2024,202401249349301645,202401249349301645_public.xml,2024_TEOS_XML_05A.zip,data/raw/form990_xml/2024/202401249349301645_public.xml,3870909,12254453.0,6084452.0,2023,365,False,False,True,False,False,False,0,0.025095456875801753,0.07109476677665383,0.9204468151784289,0.28143208773109524,0
2020v4.2,2022-02-15T22:47:56-06:00,2020-04-01,2021-03-31,2020,911020139,SEA MAR COMMUNITY HEALTH CENTERS,1040 SOUTH HENDERSON STREET,,SEATTLE,WA,98108,SERVICES INCLUDE 90+ MEDICAL AND BEHAVIORAL HEALTH CLINICS AS WELL AS EDUCATIONAL AND SOCIAL SERVICES,1977.0,WWW.SEAMARCHC.ORG,3316,140.0,53182414,348166736,109655,1663833,403122638,34904295,194708732,374331571,280565151.0,332327000,134747835.0,163669526,145817316.0,168657474,2022,202210479349300001,202210479349300001_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202210479349300001_public.xml,28791067,51761849.0,22840158.0,2021,365,False,False,True,False,False,False,0,0.07142011955180745,0.1319261410469337,0.8636744830986147,0.492495421678046,0
2021v4.2,2023-02-15T15:52:30-06:00,2021-04-01,2022-03-31,2021,911020139,SEA MAR COMMUNITY HEALTH CENTERS,1040 SOUTH HENDERSON STREET,,SEATTLE,WA,98108,SERVICES INCLUDE 90+ MEDICAL AND BEHAVIORAL HEALTH CLINICS AS WELL AS EDUCATIONAL AND SOCIAL SERVICES,1977.0,WWW.SEAMAR.ORG,3480,108.0,53923019,380296225,365069,1184487,435768800,31279695,214168992,403044341,332327000.0,370940123,163669526.0,174362411,168657474.0,196577712,2023,202320469349301937,202320469349301937_public.xml,2023_TEOS_XML_02A.zip,data/raw/form990_xml/2023/202320469349301937_public.xml,32724459,38613123.0,27920238.0,2022,365,False,False,True,False,False,False,0,0.07509592013012405,0.12374226654134027,0.8727018203230704,0.47005540837651577,0
2022v5.0,2024-02-15T12:59:59-06:00,2022-04-01,2023-03-31,2022,911020139,SEA MAR COMMUNITY HEALTH CENTERS,1040 SOUTH HENDERSON STREET,,SEATTLE,WA,98108,SERVICES INCLUDE 90+ MEDICAL AND BEHAVIORAL HEALTH CLINICS AS WELL AS EDUCATIONAL AND SOCIAL SERVICES,1977.0,WWW.SEAMARCHC.ORG,3484,62.0,43129737,431190653,499774,1552044,476372208,29583342,218792460,438170326,370940123.0,418975298,174362411.0,183259048,196577712.0,235716250,2024,202410469349301796,202410469349301796_public.xml,2024_TEOS_XML_02A.zip,data/raw/form990_xml/2024/202410469349301796_public.xml,38201882,48035175.0,39138538.0,2023,365,False,False,True,False,False,False,0,0.08019334746749122,0.09053789510743246,0.905154930868679,0.43739821625474445,0
2021v4.0,2022-07-02T14:04:11-05:00,2021-01-01,2021-12-31,2021,911025994,VASHON YOUTH AND FAMILY SERVICES,20110 VASHON HWY SW,,VASHON,WA,98070,"VASHON YOUTH AND FAMILY'S MISSION IS TO FOSTER A THRIVING COMMUNITY OF EMOTIONALLY HEALTHY AND RESILIENT CHILDREN, YOUTH, ADULTS AND FAMILIES ON VASHON-MAURY ISLAND IN UNINCORPORATED KING COUNTY.",1977.0,WWW.VYFS.ORG,50,25.0,2047275,395590,303,0,2443168,0,1370721,1819898,602218.0,1015255,349760.0,136267,252458.0,878988,2022,202231839349300303,202231839349300303_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202231839349300303_public.xml,623270,413037.0,626530.0,2021,365,False,False,True,False,False,False,0,0.25510730330456194,0.8379591579457492,0.1619168227481696,0.13421948180506374,0
2022v5.0,2023-05-12T16:14:28-04:00,2022-01-01,2022-12-31,2022,911025994,VASHON YOUTH AND FAMILY SERVICES,20110 VASHON HWY SW,,VASHON,WA,98070,"VASHON YOUTH AND FAMILY'S MISSION IS TO FOSTER A THRIVING COMMUNITY OF EMOTIONALLY HEALTHY AND RESILIENT CHILDREN, YOUTH, ADULTS AND FAMILIES ON VASHON-MAURY ISLAND IN UNINCORPORATED KING COUNTY.",1977.0,WWW.VYFS.ORG,57,25.0,1840593,419081,1040,0,2260714,0,1471154,2030897,1015255.0,1267419,136267.0,158614,878988.0,1108805,2023,202341329349307284,202341329349307284_public.xml,2023_TEOS_XML_05A.zip,data/raw/form990_xml/2023/202341329349307284_public.xml,229817,252164.0,229817.0,2022,365,False,False,True,False,False,False,0,0.10165682169438504,0.8141644630855561,0.18537550526072735,0.12514724806871289,0
2023v5.0,2024-08-29T17:57:03-04:00,2023-01-01,2023-12-31,2023,911025994,VASHON YOUTH AND FAMILY SERVICES,20110 VASHON HWY SW,,VASHON,WA,98070,"VASHON YOUTH AND FAMILY'S MISSION IS TO FOSTER A THRIVING COMMUNITY OF EMOTIONALLY HEALTHY AND RESILIENT CHILDREN, YOUTH, ADULTS AND FAMILIES ON VASHON-MAURY ISLAND IN UNINCORPORATED KING COUNTY.",1977.0,WWW.VYFS.ORG,56,25.0,1895959,461309,2870,0,2360138,0,1691973,2254037,1267419.0,1354121,158614.0,154193,1108805.0,1199928,2024,202442429349301569,202442429349301569_public.xml,2024_TEOS_XML_09A.zip,data/raw/form990_xml/2024/202442429349301569_public.xml,106101,86702.0,91123.0,2023,365,False,False,True,False,False,False,0,0.04495542209819934,0.8033254835098625,0.19545848590209555,0.11386944002788525,0
2021v4.2,2022-08-30T19:30:09-05:00,2021-01-01,2021-12-31,2021,911025997,SECRET HARBOR,PO BOX 828,,BURLINGTON,WA,98233,"SECRET HARBOR'S MISSION IS TO SAVE CHILDREN AND YOUTH IN CRISIS BY BUILDING HEALTHY RELATIONSHIPS, PROMOTING SUPPORT AND DEVELOPING SUCCESSFUL CONNECTIONS TO FAMILIES AND COMMUNITIES.",1947.0,WWW.SECRETHARBOR.ORG,65,7.0,149866,2247896,115465,3746,2516973,0,1691464,2497854,2660493.0,2668851,173412.0,144793,2487081.0,2524058,2022,202212429349302016,202212429349302016_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202212429349302016_public.xml,19119,8358.0,36977.0,2021,365,False,False,True,False,False,False,0,0.007596029039644048,0.05954215639182463,0.8930949994298707,0.05425293506456524,0
2022v5.0,2023-10-23T16:55:25-05:00,2022-01-01,2022-12-31,2022,911025997,SECRET HARBOR,PO BOX 828,,BURLINGTON,WA,98233,"SECRET HARBOR'S MISSION IS TO SAVE CHILDREN AND YOUTH IN CRISIS BY BUILDING HEALTHY RELATIONSHIPS, PROMOTING SUPPORT AND DEVELOPING SUCCESSFUL CONNECTIONS TO FAMILIES AND COMMUNITIES.",1947.0,WWW.SECRETHARBOR.ORG,51,8.0,95357,2332079,21486,5741,2454663,0,1659680,2562791,2668851.0,2459243,144793.0,158456,2524058.0,2300787,2023,202322969349301392,202322969349301392_public.xml,2023_TEOS_XML_10A.zip,data/raw/form990_xml/2023/202322969349301392_public.xml,-108128,-209608.0,-223271.0,2022,365,False,False,True,False,False,False,0,-0.04405003864074213,0.038847287794699314,0.9500607619049947,0.06443283563275366,0
2023v5.1,2024-11-15T15:26:33-06:00,2023-01-01,2023-12-31,2023,911025997,SECRET HARBOR,PO BOX 828,,BURLINGTON,WA,98233,"SECRET HARBOR'S MISSION IS TO SAVE CHILDREN AND YOUTH IN CRISIS BY BUILDING HEALTHY RELATIONSHIPS, PROMOTING SUPPORT AND DEVELOPING SUCCESSFUL CONNECTIONS TO FAMILIES AND COMMUNITIES.",1947.0,WWW.SECRETHARBOR.ORG,50,5.0,91320,1897634,6066,3066,1998086,0,1630402,2561807,2459243.0,1986115,158456.0,194383,2300787.0,1791732,2024,202403209349314145,202403209349314145_public.xml,2024_TEOS_XML_11A.zip,data/raw/form990_xml/2024/202403209349314145_public.xml,-563721,-473128.0,-509055.0,2023,365,False,False,True,False,False,False,0,-0.2821304988874353,0.04570373847772318,0.9497258876745045,0.09787096920369666,0
2021v4.2,2023-06-12T17:36:50-05:00,2021-01-01,2021-12-31,2021,911036750,SOUTHEAST YOUTH & FAMILY SERVICES,3722 S HUDSON ST,,SEATTLE,WA,98118,"THE ORGANIZATION'S PURPOSE IS TO ASSIST CHILDREN, YOUTH AND FAMILIES IN ACHIEVING SAFE, STABLE AND SUSTAINABLE LIVES THROUGH COUNSELING, EDUCATIONAL, SOCIAL, AND LIFE SKILLS PROGRAMS.",1997.0,SEYFS.ORG,22,0.0,1160488,41972,883,39417,1242760,0,1011596,1293478,1259402.0,1294258,204730.0,290304,1054672.0,1003954,2023,202341639349301589,202341639349301589_public.xml,2023_TEOS_XML_06A.zip,data/raw/form990_xml/2023/202341639349301589_public.xml,-50718,34856.0,-50718.0,2021,365,False,False,True,False,False,False,0,-0.04081077601467701,0.9337989635971548,0.033773214458141555,0.22430149166549482,0
2022v5.0,2023-11-14T18:09:24-06:00,2022-01-01,2022-12-31,2022,911036750,SOUTHEAST YOUTH & FAMILY SERVICES,3722 S HUDSON ST,,SEATTLE,WA,98118,"THE ORGANIZATION'S PURPOSE IS TO ASSIST CHILDREN, YOUTH AND FAMILIES IN ACHIEVING SAFE, STABLE AND SUSTAINABLE LIVES THROUGH COUNSELING, EDUCATIONAL, SOCIAL, AND LIFE SKILLS PROGRAMS.",1997.0,SEYFS.ORG,25,25.0,1018604,43382,445,5428,1067859,0,1138791,1441157,1294258.0,940335,290304.0,309679,1003954.0,630656,2023,202343189349317904,202343189349317904_public.xml,2023_TEOS_XML_11A.zip,data/raw/form990_xml/2023/202343189349317904_public.xml,-373298,-353923.0,-373298.0,2022,365,False,False,True,False,False,False,0,-0.3495761144495668,0.9538749966053571,0.04062521362839101,0.32932837765264505,0
2023v5.1,2024-11-14T15:36:40-06:00,2023-01-01,2023-12-31,2023,911036750,SOUTHEAST YOUTH & FAMILY SERVICES,3722 S HUDSON ST,,SEATTLE,WA,98118,"THE ORGANIZATION'S PURPOSE IS TO ASSIST CHILDREN, YOUTH AND FAMILIES IN ACHIEVING SAFE, STABLE AND SUSTAINABLE LIVES THROUGH COUNSELING, EDUCATIONAL, SOCIAL, AND LIFE SKILLS PROGRAMS.",1997.0,SEYFS.ORG,19,47.0,822381,48698,238,6250,877567,0,1137539,1392827,940335.0,494629,309679.0,379233,630656.0,115396,2024,202443199349314114,202443199349314114_public.xml,2024_TEOS_XML_11A.zip,data/raw/form990_xml/2024/202443199349314114_public.xml,-515260,-445706.0,-515260.0,2023,365,False,False,True,False,False,False,0,-0.5871460526660642,0.937114773003087,0.05549205929575748,0.7667019119380384,0
2021v4.2,2023-01-04T21:25:04-05:00,2021-01-01,2021-12-31,2021,911043712,NAMI Seattle,802 NW 70th St,,Seattle,WA,981175135,"To address the unmet mental health needs within our community through support, referral, education, and outreach.",1978.0,https://namiseattle.org,8,90.0,513203,11165,44099,858,569325,500,384148,475903,1930535.0,2086046,16495.0,8261,1914040.0,2077785,2023,202340109349300459,202340109349300459_public.xml,2023_TEOS_XML_01A.zip,data/raw/form990_xml/2023/202340109349300459_public.xml,93422,155511.0,163745.0,2021,365,False,False,True,False,False,False,0,0.1640925657576955,0.9014236156852413,0.019610942783120363,0.00396012360225997,0
2022v5.0,2023-11-01T11:31:54-07:00,2022-01-01,2022-12-31,2022,911043712,NAMI Seattle,802 NW 70TH STREET,,SEATTLE,WA,98117,"To address the unmet mental health needs within our community through support, referral, education, and outreach.",1978.0,NAMISEATTLE.ORG,10,100.0,481727,6790,12270,-174,500613,2949,455759,581046,2086048.0,1810074,8261.0,35230,2077787.0,1774844,2023,202303059349302265,202303059349302265_public.xml,2023_TEOS_XML_11A.zip,data/raw/form990_xml/2023/202303059349302265_public.xml,-80433,-275974.0,-302943.0,2022,365,False,False,True,False,False,False,0,-0.16066901978174758,0.9622742517673333,0.01356337130677789,0.01946329266096303,0
2023v5.1,2024-11-14T16:20:15-08:00,2023-01-01,2023-12-31,2023,911043712,NAMI Seattle,802 NW 70TH STREET,,SEATTLE,WA,98117,"To address the unmet mental health needs within our community through support, referral, education, and outreach.",1978.0,NAMISEATTLE.ORG,10,150.0,516162,3782,28293,0,548237,0,560333,665435,1810074.0,1814044,35230.0,35124,1774844.0,1778920,2024,202443199349317419,202443199349317419_public.xml,2024_TEOS_XML_11A.zip,data/raw/form990_xml/2024/202443199349317419_public.xml,-117198,3970.0,4076.0,2023,365,False,False,True,False,False,False,0,-0.21377251079368959,0.9414942807581392,0.006898476388861022,0.019362264641871973,0
